Input,MAPKpp,name
0.01,0.2620982673527877,noco
0.030204081632653063,0.2734511255655136,noco
0.05040816326530612,0.29179047933343577,noco
0.07061224489795918,0.31578216930845165,noco
0.09081632653061224,0.34396421320636344,noco
0.11102040816326529,0.37494057566734135,noco
0.13122448979591836,0.40749961912786753,noco
0.15142857142857144,0.44066214581320706,noco
0.1716326530612245,0.4736807144784276,noco
0.19183673469387755,0.5060126604948217,noco
0.2120408163265306,0.5372834215265441,noco
0.23224489795918368,0.5672498193329215,noco
0.2524489795918367,0.5957677073168405,noco
0.2726530612244898,0.6227655562297308,noco
0.29285714285714287,0.6482237280745228,noco
0.3130612244897959,0.6721587409460389,noco
0.333265306122449,0.6946115453502028,noco
0.35346938775510206,0.7156389257688293,noco
0.3736734693877551,0.7353072813630505,noco
0.39387755102040817,0.7536881790589698,noco
0.4140816326530612,0.7708552195094649,noco
0.4342857142857143,0.7868818727945671,noco
0.45448979591836736,0.8018399963220668,noco
0.4746938775510204,0.815798880406616,noco
0.49489795918367346,0.8288246442767548,noco
0.5151020408163265,0.8409798976159676,noco
0.5353061224489796,0.8523235822951815,noco
0.5555102040816327,0.8629109488389363,noco
0.5757142857142857,0.8727936083344432,noco
0.5959183673469388,0.8820196625932878,noco
0.6161224489795918,0.8906338440872348,noco
0.6363265306122449,0.8986777017223313,noco
0.656530612244898,0.9061897904237535,noco
0.676734693877551,0.9132058542670416,noco
0.6969387755102041,0.919759027863104,noco
0.7171428571428571,0.9258800050828411,noco
0.7373469387755102,0.9315972296214297,noco
0.7575510204081632,0.9369370563615199,noco
0.7777551020408163,0.9419239091491081,noco
0.7979591836734694,0.9465804304961914,noco
0.8181632653061224,0.9509276172780816,noco
0.8383673469387755,0.9549849495611269,noco
0.8585714285714285,0.9587705089532622,noco
0.8787755102040816,0.9623010864456467,noco
0.8989795918367347,0.9655922879596416,noco
0.9191836734693878,0.9686586091092392,noco
0.9393877551020408,0.9715135550839211,noco
0.9595918367346938,0.974169684581774,noco
0.9797959183673469,0.9766386987112881,noco
1.0,0.9789315041497763,noco
0.01,0.259920737459673,ctrl
0.030204081632653063,0.26224117038601835,ctrl
0.050408163265306116,0.26613774973159043,ctrl
0.07061224489795917,0.2715254029829126,ctrl
0.09081632653061224,0.2783010071571792,ctrl
0.11102040816326528,0.28634779471832994,ctrl
0.13122448979591836,0.2955398846394101,ctrl
0.15142857142857144,0.3057465907272023,ctrl
0.1716326530612245,0.31683636396011466,ctrl
0.19183673469387755,0.3286800285622133,ctrl
0.2120408163265306,0.3411534977549411,ctrl
0.2322448979591837,0.3541397000660412,ctrl
0.2524489795918367,0.3675299707288965,ctrl
0.2726530612244898,0.3812248512898784,ctrl
0.2928571428571429,0.39513444934306535,ctrl
0.3130612244897959,0.4091784485097492,ctrl
0.333265306122449,0.4232858286181822,ctrl
0.3534693877551021,0.43739442058440375,ctrl
0.3736734693877551,0.4514503125188726,ctrl
0.39387755102040817,0.4654071992878455,ctrl
0.4140816326530612,0.4792256944280955,ctrl
0.4342857142857143,0.49287264301580197,ctrl
0.4544897959183674,0.5063204552182329,ctrl
0.4746938775510204,0.5195464729327128,ctrl
0.4948979591836735,0.5325323822658079,ctrl
0.5151020408163265,0.5452636718778252,ctrl
0.5353061224489796,0.5577291411771189,ctrl
0.5555102040816327,0.5699204589786839,ctrl
0.5757142857142857,0.5818317675919414,ctrl
0.5959183673469388,0.5934593322587212,ctrl
0.6161224489795918,0.6048012304953968,ctrl
0.6363265306122449,0.615857079916604,ctrl
0.656530612244898,0.6266277987063497,ctrl
0.6767346938775509,0.6371153973524654,ctrl
0.6969387755102041,0.647322796555084,ctrl
0.7171428571428571,0.6572536704280166,ctrl
0.7373469387755102,0.6669123083794015,ctrl
0.7575510204081632,0.676303498378304,ctrl
0.7777551020408163,0.6854324251942518,ctrl
0.7979591836734694,0.6943045821195993,ctrl
0.8181632653061224,0.7029256970038846,ctrl
0.8383673469387755,0.7113016675839214,ctrl
0.8585714285714285,0.7194385081500242,ctrl
0.8787755102040816,0.7273423004945639,ctrl
0.8989795918367347,0.7350191575317173,ctrl
0.9191836734693878,0.7424751865083453,ctrl
0.9393877551020408,0.7497164719050555,ctrl
0.9595918367346938,0.7567490322210011,ctrl
0.9797959183673468,0.7635788195719408,ctrl
1.0,0.7702116990788261,ctrl
